snapshot,DAC,OCGT,SMR,agriculture machinery oil emissions,biogas to gas,co2,gas for industry CC,oil emissions,process emissions CC,residential rural gas boiler,residential urban decentral gas boiler,services rural gas boiler,services urban decentral gas boiler,solid biomass for industry CC,urban central gas CHP,urban central gas CHP CC,urban central gas boiler,urban central solid biomass CHP CC
2013-09-21 18:00:00,-0.0,0.0,0.0,2.67,-7.89,3.07,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-3.71
2013-09-21 21:00:00,-0.0,0.0,0.0,2.67,-7.89,1.78,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-2.42
2013-09-22 00:00:00,-0.0,0.0,0.0,2.67,-7.89,1.53,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-2.16
2013-09-22 03:00:00,-0.0,0.0,0.0,2.67,-7.89,3.62,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-4.25
2013-09-22 06:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.61,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.03
2013-09-22 09:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.61,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.02
2013-09-22 12:00:00,-0.0,0.0,0.0,2.67,-7.89,-0.52,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-0.11
2013-09-22 15:00:00,-0.0,1.34,0.0,2.67,-7.89,-1.34,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.25,0.0,0.0,-0.88
2013-09-22 18:00:00,-0.0,1.34,0.0,2.67,-7.89,-4.23,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,4.12,0.0,0.0,-1.87
2013-09-22 21:00:00,-0.0,1.34,0.0,2.67,-7.89,-4.01,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,3.06,0.0,0.0,-1.03
2013-09-23 00:00:00,-0.0,1.34,0.0,2.67,-7.89,-5.93,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,4.64,0.0,0.0,-0.69
2013-09-23 03:00:00,-0.0,1.35,0.0,2.67,-7.89,-5.39,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,4.85,0.0,0.0,-1.44
2013-09-23 06:00:00,-0.0,2.46,0.0,2.67,-7.89,-7.75,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,4.69,0.0,0.0,-0.03
2013-09-23 09:00:00,-0.0,2.47,0.0,2.67,-7.89,-4.7,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,1.62,0.0,0.0,-0.02
2013-09-23 12:00:00,-0.0,2.47,0.0,2.67,-7.89,-4.66,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,1.58,0.0,0.0,-0.02
2013-09-23 15:00:00,-0.0,2.84,0.0,2.67,-7.89,-7.37,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,4.9,0.0,0.0,-1.0
2013-09-23 18:00:00,-0.0,2.84,0.0,2.67,-7.89,-9.06,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,7.2,0.0,0.0,-1.61
2013-09-23 21:00:00,-0.0,2.84,0.0,2.67,-7.89,-7.53,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,5.47,0.0,0.0,-1.41
2013-09-24 00:00:00,-0.0,2.84,0.0,2.67,-7.89,-7.43,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,5.67,0.0,0.0,-1.71
2013-09-24 03:00:00,-0.0,2.84,0.0,2.67,-7.89,-11.62,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,10.78,0.0,0.0,-2.63
2013-09-24 06:00:00,-0.0,2.84,0.0,2.67,-7.89,-11.05,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,8.26,0.0,0.0,-0.68
2013-09-24 09:00:00,-0.0,2.87,0.0,2.67,-7.89,-3.85,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.9,0.0,0.0,-0.56
2013-09-24 12:00:00,-0.0,2.99,0.0,2.67,-7.89,-3.52,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.5,0.0,0.0,-0.59
2013-09-24 15:00:00,-0.0,4.66,0.0,2.67,-7.89,-6.3,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,4.11,0.0,0.0,-3.11
2013-09-24 18:00:00,-0.0,4.96,0.0,2.67,-7.89,-8.24,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,15.11,0.0,0.0,-12.46
2013-09-24 21:00:00,-0.0,4.96,0.0,2.67,-7.89,-4.65,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,10.78,0.0,0.0,-11.73
2013-09-25 00:00:00,-0.0,4.96,0.0,2.67,-7.89,-4.3,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,11.91,0.0,0.0,-13.21
2013-09-25 03:00:00,-0.0,4.96,0.0,2.67,-7.89,-7.86,0.67,27.66,1.58,0.0,0.03,0.0,0.01,-24.05,17.44,0.0,0.0,-15.23
2013-09-25 06:00:00,-0.0,4.29,0.0,2.67,-7.89,-9.55,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,6.75,0.0,0.0,-2.13
2013-09-25 09:00:00,-0.0,0.0,0.0,2.67,-7.89,0.37,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-1.0
2013-09-25 12:00:00,-0.0,0.0,0.0,2.67,-7.89,1.75,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-2.39
2013-09-25 15:00:00,-0.0,0.0,0.0,2.67,-7.89,7.55,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.15,0.0,0.0,-8.34
2013-09-25 18:00:00,-0.0,0.0,0.0,2.67,-7.89,7.57,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.77,0.0,0.0,-8.98
2013-09-25 21:00:00,-0.0,0.0,0.0,2.67,-7.89,5.9,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.58,0.0,0.0,-7.11
2013-09-26 00:00:00,-0.0,0.0,0.0,2.67,-7.89,6.17,0.67,27.66,1.58,0.0,0.0,0.0,0.01,-24.05,0.59,0.0,0.0,-7.4
2013-09-26 03:00:00,-0.0,0.0,0.0,2.67,-7.89,7.15,0.67,27.66,1.58,0.0,0.06,0.0,0.03,-24.05,0.77,0.0,0.0,-8.65
2013-09-26 06:00:00,-0.0,0.0,0.0,2.67,-7.89,2.43,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-3.07
2013-09-26 09:00:00,-0.0,0.0,0.0,2.67,-7.89,1.8,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-2.44
2013-09-26 12:00:00,-0.0,0.0,0.0,2.67,-7.89,2.29,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-2.93
2013-09-26 15:00:00,-0.0,0.0,0.0,2.67,-7.89,4.63,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-5.26
2013-09-26 18:00:00,-0.0,0.0,0.0,2.67,-7.89,7.23,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-7.87
2013-09-26 21:00:00,-0.0,0.0,0.0,2.67,-7.89,6.56,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-7.2
2013-09-27 00:00:00,-0.0,0.0,0.0,2.67,-7.89,7.51,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.12,0.0,0.0,-8.26
2013-09-27 03:00:00,-0.0,0.0,0.0,2.67,-7.89,8.92,0.67,27.66,1.58,0.0,0.01,0.0,0.02,-24.05,0.9,0.0,0.0,-10.48
2013-09-27 06:00:00,-0.0,0.0,0.0,2.67,-7.89,4.17,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-4.8
2013-09-27 09:00:00,-0.0,0.0,0.0,2.67,-7.89,0.69,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-1.32
2013-09-27 12:00:00,-0.0,0.0,0.0,2.67,-7.89,2.04,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-2.68
2013-09-27 15:00:00,-0.0,0.0,0.0,2.67,-7.89,9.21,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-9.84
2013-09-27 18:00:00,-0.0,0.0,0.0,2.67,-7.89,8.49,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.06,0.0,0.0,-9.19
2013-09-27 21:00:00,-0.0,0.0,0.0,2.67,-7.89,9.36,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-9.99
2013-09-28 00:00:00,-0.0,0.0,0.0,2.67,-7.89,10.1,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.24,0.0,0.0,-10.98
2013-09-28 03:00:00,-0.0,0.0,0.0,2.67,-7.89,12.75,0.67,27.66,1.58,0.0,0.04,0.0,0.02,-24.05,0.34,0.0,0.0,-13.79
2013-09-28 06:00:00,-0.0,0.0,0.0,2.67,-7.89,3.67,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-4.31
2013-09-28 09:00:00,-0.0,0.0,0.0,2.67,-7.89,2.25,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-2.89
2013-09-28 12:00:00,-0.0,0.0,0.0,2.67,-7.89,2.73,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-3.36
2013-09-28 15:00:00,-0.0,0.0,0.0,2.67,-7.89,7.19,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-7.82
2013-09-28 18:00:00,-0.0,0.0,0.0,2.67,-7.89,6.48,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-7.11
2013-09-28 21:00:00,-0.0,0.0,0.0,2.67,-7.89,6.1,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-6.73
2013-09-29 00:00:00,-0.0,0.0,0.0,2.67,-7.89,8.14,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-8.77
2013-09-29 03:00:00,-0.0,0.0,0.0,2.67,-7.89,10.58,0.67,27.66,1.58,0.0,0.02,0.0,0.01,-24.05,0.0,0.0,0.0,-11.24
2013-09-29 06:00:00,-0.0,0.0,0.0,2.67,-7.89,5.59,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-6.23
2013-09-29 09:00:00,-0.0,0.0,0.0,2.67,-7.89,4.29,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.19,0.0,0.0,-5.12
2013-09-29 12:00:00,-0.0,0.0,0.0,2.67,-7.89,4.2,0.67,27.66,1.58,0.0,0.01,0.0,0.0,-24.05,0.37,0.0,0.0,-5.21
2013-09-29 15:00:00,-0.0,0.0,0.0,2.67,-7.89,6.16,0.67,27.66,1.58,0.0,0.02,0.0,0.0,-24.05,0.47,0.0,0.0,-7.28
2013-09-29 18:00:00,-0.0,0.0,0.0,2.67,-7.89,5.69,0.67,27.66,1.58,0.0,0.01,0.0,0.0,-24.05,0.13,0.0,0.0,-6.46
2013-09-29 21:00:00,-0.0,0.0,0.0,2.67,-7.89,2.88,0.67,27.66,1.58,0.0,0.01,0.0,0.01,-24.05,0.04,0.0,0.0,-3.57
2013-09-30 00:00:00,-0.0,0.0,0.0,2.67,-7.89,5.26,0.67,27.66,1.58,0.0,0.0,0.0,0.02,-24.05,0.49,0.0,0.0,-6.41
2013-09-30 03:00:00,-0.0,0.0,0.0,2.67,-7.89,11.2,0.67,27.66,1.58,0.0,0.11,0.0,0.06,-24.05,0.91,0.0,0.0,-12.92
2013-09-30 06:00:00,-0.0,0.0,0.0,2.67,-7.89,9.51,0.67,27.66,1.58,0.0,0.03,0.0,0.02,-24.05,0.05,0.0,0.0,-10.24
2013-09-30 09:00:00,-0.0,0.0,0.0,2.67,-7.89,4.56,0.67,27.66,1.58,0.0,0.01,0.0,0.0,-24.05,0.19,0.0,0.0,-5.39
2013-09-30 12:00:00,-0.0,0.0,0.0,2.67,-7.89,7.31,0.67,27.66,1.58,0.0,0.01,0.0,0.0,-24.05,0.51,0.0,0.0,-8.46
2013-09-30 15:00:00,-0.0,0.0,0.0,2.67,-7.89,9.46,0.67,27.66,1.58,0.0,0.05,0.0,0.0,-24.05,0.6,0.0,0.0,-10.74
2013-09-30 18:00:00,-0.0,0.0,0.0,2.67,-7.89,8.4,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.27,0.0,0.0,-9.3
2013-09-30 21:00:00,-0.0,0.0,0.0,2.67,-7.89,4.36,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.04,0.0,0.0,-5.04
2013-10-01 00:00:00,-0.0,0.0,0.0,2.67,-7.89,7.53,0.67,27.66,1.58,0.0,0.0,0.0,0.03,-24.05,0.46,0.0,0.0,-8.66
2013-10-01 03:00:00,-0.0,0.0,0.0,2.67,-7.89,13.11,0.67,27.66,1.58,0.0,0.13,0.0,0.07,-24.05,0.72,0.0,0.0,-14.66
2013-10-01 06:00:00,-0.0,0.0,0.0,2.67,-7.89,10.05,0.67,27.66,1.58,0.0,0.03,0.0,0.02,-24.05,0.06,0.0,0.0,-10.79
2013-10-01 09:00:00,-0.0,0.0,0.0,2.67,-7.89,6.44,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.05,0.0,0.0,-7.12
2013-10-01 12:00:00,-0.0,0.0,0.0,2.67,-7.89,7.86,0.67,27.66,1.58,0.0,0.01,0.0,0.0,-24.05,0.14,0.0,0.0,-8.63
2013-10-01 15:00:00,-0.0,0.0,0.0,2.67,-7.89,10.05,0.67,27.66,1.58,0.0,0.06,0.0,0.0,-24.05,0.28,0.0,0.0,-11.02
2013-10-01 18:00:00,-0.0,0.0,0.0,2.67,-7.89,8.67,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.11,0.0,0.0,-9.42
2013-10-01 21:00:00,-0.0,0.0,0.0,2.67,-7.89,4.55,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-5.19
2013-10-02 00:00:00,-0.0,0.0,0.0,2.67,-7.89,9.25,0.67,27.66,1.58,0.0,0.0,0.0,0.02,-24.05,0.2,0.0,0.0,-10.1
2013-10-02 03:00:00,-0.0,0.0,0.0,2.67,-7.89,15.25,0.67,27.66,1.58,0.0,0.1,0.0,0.05,-24.05,0.46,0.0,0.0,-16.5
2013-10-02 06:00:00,-0.0,0.0,0.0,2.67,-7.89,11.47,0.67,27.66,1.58,0.0,0.02,0.0,0.0,-24.05,0.0,0.0,0.04,-12.16
2013-10-02 09:00:00,-0.0,0.0,0.0,2.67,-7.89,7.44,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.04,-8.11
2013-10-02 12:00:00,-0.0,0.0,0.0,2.67,-7.89,8.79,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.05,-9.48
2013-10-02 15:00:00,-0.0,0.0,0.0,2.67,-7.89,12.58,0.67,27.66,1.58,0.0,0.02,0.0,0.0,-24.05,0.0,0.0,0.07,-13.3
2013-10-02 18:00:00,-0.0,0.0,0.0,2.67,-7.89,11.48,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.02,-12.13
2013-10-02 21:00:00,-0.0,0.0,0.0,2.67,-7.89,7.23,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-7.87
2013-10-03 00:00:00,-0.0,0.0,0.0,2.67,-7.89,10.27,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-10.91
2013-10-03 03:00:00,-0.0,0.0,0.0,2.67,-7.89,15.78,0.67,27.66,1.58,0.0,0.02,0.0,0.01,-24.05,0.0,0.0,0.03,-16.47
2013-10-03 06:00:00,-0.0,0.0,0.0,2.67,-7.89,9.14,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-9.77
2013-10-03 09:00:00,-0.0,0.0,0.0,2.67,-7.89,5.74,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-6.37
2013-10-03 12:00:00,-0.0,0.0,0.0,2.67,-7.89,8.06,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-8.69
2013-10-03 15:00:00,-0.0,0.0,0.0,2.67,-7.89,11.83,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-12.47
2013-10-03 18:00:00,-0.0,0.0,0.0,2.67,-7.89,10.8,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-11.43
2013-10-03 21:00:00,-0.0,0.0,0.0,2.67,-7.89,7.26,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-7.9
2013-10-04 00:00:00,-0.0,0.0,0.0,2.67,-7.89,8.36,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-9.0
2013-10-04 03:00:00,-0.0,0.0,0.0,2.67,-7.89,12.24,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-12.87
2013-10-04 06:00:00,-0.0,0.0,0.0,2.67,-7.89,10.06,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-10.7
2013-10-04 09:00:00,-0.0,0.0,0.0,2.67,-7.89,4.97,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-5.6
2013-10-04 12:00:00,-0.0,0.0,0.0,2.67,-7.89,7.94,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-8.57
2013-10-04 15:00:00,-0.0,0.0,0.0,2.67,-7.89,9.74,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-10.38
2013-10-04 18:00:00,-0.0,0.0,0.0,2.67,-7.89,9.07,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-9.7
2013-10-04 21:00:00,-0.0,0.0,0.0,2.67,-7.89,6.14,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-6.78
2013-10-05 00:00:00,-0.0,0.0,0.0,2.67,-7.89,6.47,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-7.11
2013-10-05 03:00:00,-0.0,0.0,0.0,2.67,-7.89,10.42,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-11.06
2013-10-05 06:00:00,-0.0,0.0,0.0,2.67,-7.89,5.45,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-6.09
2013-10-05 09:00:00,-0.0,0.0,0.0,2.67,-7.89,3.01,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-3.64
2013-10-05 12:00:00,-0.0,0.0,0.0,2.67,-7.89,6.25,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-6.89
2013-10-05 15:00:00,-0.0,0.0,0.0,2.67,-7.89,11.41,0.67,27.66,1.58,0.0,0.1,0.0,0.0,-24.05,0.0,0.0,0.0,-12.15
2013-10-05 18:00:00,-0.0,0.0,0.0,2.67,-7.89,12.88,0.67,27.66,1.58,0.0,0.02,0.0,0.0,-24.05,0.0,0.0,0.0,-13.54
2013-10-05 21:00:00,-0.0,0.0,0.0,2.67,-7.89,10.94,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.07,0.0,0.0,-11.65
2013-10-06 00:00:00,-0.0,0.0,0.0,2.67,-7.89,10.13,0.67,27.66,1.58,0.0,0.0,0.0,0.02,-24.05,0.29,0.0,0.0,-11.07
2013-10-06 03:00:00,-0.0,0.0,0.0,2.67,-7.89,15.05,0.67,27.66,1.58,0.0,0.14,0.0,0.03,-24.05,0.25,0.0,0.0,-16.1
2013-10-06 06:00:00,-0.0,0.0,0.0,2.67,-7.89,5.35,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-5.99
2013-10-06 09:00:00,-0.0,0.0,0.0,2.67,-7.89,3.13,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-3.76
2013-10-06 12:00:00,-0.0,0.0,0.0,2.67,-7.89,5.71,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-6.34
2013-10-06 15:00:00,-0.0,0.0,0.0,2.67,-7.89,20.06,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,3.49,0.0,0.0,-24.18
2013-10-06 18:00:00,-0.0,0.58,0.0,2.67,-7.89,18.14,0.67,27.66,1.58,0.0,0.04,0.0,0.02,-24.05,4.85,0.0,0.0,-24.26
2013-10-06 21:00:00,-0.0,0.64,0.0,2.67,-7.89,19.45,0.67,27.66,1.58,0.0,0.04,0.0,0.02,-24.05,3.42,0.0,0.0,-24.2
2013-10-07 00:00:00,-0.0,0.64,0.0,2.67,-7.89,18.25,0.67,27.66,1.58,0.0,0.14,0.0,0.07,-24.05,4.48,0.0,0.0,-24.21
2013-10-07 03:00:00,-0.0,0.64,0.0,2.67,-7.89,16.41,0.67,27.66,1.58,0.0,0.22,0.0,0.1,-24.05,6.29,0.0,0.0,-24.29
2013-10-07 06:00:00,-0.0,0.0,0.0,2.67,-7.89,6.02,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-6.66
2013-10-07 09:00:00,-0.0,0.0,0.0,2.67,-7.89,2.46,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-3.1
2013-10-07 12:00:00,-0.0,0.0,0.0,2.67,-7.89,7.2,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-7.83
2013-10-07 15:00:00,-0.0,0.55,0.0,2.67,-7.89,17.85,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,3.91,0.0,0.0,-22.94
2013-10-07 18:00:00,-0.0,0.53,0.0,2.67,-7.89,18.58,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,2.99,0.0,0.0,-22.73
2013-10-07 21:00:00,-0.0,0.35,0.0,2.67,-7.89,18.36,0.67,27.66,1.58,0.0,0.05,0.0,0.03,-24.05,3.12,0.0,0.0,-22.54
2013-10-08 00:00:00,-0.0,0.27,0.0,2.67,-7.89,19.15,0.67,27.66,1.58,0.0,0.05,0.0,0.04,-24.05,3.53,0.0,0.0,-23.67
2013-10-08 03:00:00,-0.0,0.2,0.0,2.67,-7.89,17.31,0.67,27.66,1.58,0.0,0.08,0.0,0.05,-24.05,6.64,0.0,0.0,-24.91
2013-10-08 06:00:00,-0.0,0.0,0.0,2.67,-7.89,8.25,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-8.89
2013-10-08 09:00:00,-0.0,0.0,0.0,2.67,-7.89,6.97,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-7.6
2013-10-08 12:00:00,-0.0,0.0,0.0,2.67,-7.89,7.48,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-8.11
2013-10-08 15:00:00,-0.0,0.0,0.0,2.67,-7.89,17.99,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-18.63
2013-10-08 18:00:00,-0.0,0.0,0.0,2.67,-7.89,18.74,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-19.38
2013-10-08 21:00:00,-0.0,0.0,0.0,2.67,-7.89,15.83,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-16.46
2013-10-09 00:00:00,-0.0,0.0,0.0,2.67,-7.89,17.01,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-17.64
2013-10-09 03:00:00,-0.0,0.0,0.0,2.67,-7.89,21.68,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-22.32
2013-10-09 06:00:00,-0.0,0.0,0.0,2.67,-7.89,4.65,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-5.28
2013-10-09 09:00:00,-0.0,0.0,0.0,2.67,-7.89,3.36,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-3.99
2013-10-09 12:00:00,-0.0,0.0,0.0,2.67,-7.89,4.12,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-4.75
2013-10-09 15:00:00,-0.0,0.0,0.0,2.67,-7.89,6.29,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-6.93
2013-10-09 18:00:00,-0.0,0.0,0.0,2.67,-7.89,5.48,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-6.12
2013-10-09 21:00:00,-0.0,0.0,0.0,2.67,-7.89,4.35,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-4.99
2013-10-10 00:00:00,-0.0,0.0,0.0,2.67,-7.89,7.73,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-8.37
2013-10-10 03:00:00,-0.0,0.0,0.0,2.67,-7.89,13.36,0.67,27.66,1.58,0.0,0.02,0.0,0.04,-24.05,0.0,0.0,0.0,-14.05
2013-10-10 06:00:00,-0.0,0.0,0.0,2.67,-7.89,9.55,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-10.19
2013-10-10 09:00:00,-0.0,0.0,0.0,2.67,-7.89,6.96,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-7.6
2013-10-10 12:00:00,-0.0,0.0,0.0,2.67,-7.89,8.11,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-8.74
2013-10-10 15:00:00,-0.0,0.0,0.0,2.67,-7.89,10.78,0.67,27.66,1.58,0.0,0.04,0.0,0.0,-24.05,0.0,0.0,0.0,-11.45
2013-10-10 18:00:00,-0.0,0.0,0.0,2.67,-7.89,10.52,0.67,27.66,1.58,0.0,0.02,0.0,0.0,-24.05,0.0,0.0,0.0,-11.17
2013-10-10 21:00:00,-0.0,0.0,0.0,2.67,-7.89,6.24,0.67,27.66,1.58,0.0,0.0,0.0,0.0,-24.05,0.0,0.0,0.0,-6.87
2013-10-11 00:00:00,-0.0,0.0,0.0,2.67,-7.89,9.93,0.67,27.66,1.58,0.0,0.0,0.0,0.04,-24.05,0.0,0.0,0.0,-10.61
