snapshot,Fischer-Tropsch,H2 Fuel Cell,low-temperature heat for industry,urban central air heat pump,urban central gas CHP,urban central gas boiler,urban central heat,urban central resistive heater,urban central solar thermal,urban central solid biomass CHP,urban central solid biomass CHP CC,urban central water tanks charger,urban central water tanks discharger
2013-01-26 09:00:00,44.13,16.7,-5.94,93.89,12.45,86.18,-405.48,68.36,13.76,1.22,73.25,-3.98,5.44
2013-01-26 12:00:00,44.14,17.97,-5.94,97.5,13.75,75.84,-390.16,56.08,26.8,1.72,73.25,-13.02,2.06
2013-01-26 15:00:00,44.14,26.84,-5.94,95.51,14.16,97.34,-420.42,59.96,9.67,1.92,73.25,-5.28,8.84
2013-01-26 18:00:00,44.14,24.87,-5.94,94.11,11.98,100.54,-421.62,63.86,0.0,1.92,73.25,-0.96,13.84
2013-01-26 21:00:00,44.14,22.66,-5.94,91.58,8.59,27.58,-294.17,37.71,0.0,1.92,73.25,-7.35,0.03
2013-01-27 00:00:00,44.14,18.89,-5.94,87.17,9.16,20.64,-243.9,16.74,0.0,1.91,73.25,-22.2,0.12
2013-01-27 03:00:00,44.14,16.3,-5.94,94.74,15.28,79.13,-387.19,54.13,0.0,1.91,73.25,-1.64,15.87
2013-01-27 06:00:00,44.14,15.44,-5.94,96.79,13.5,78.09,-394.9,60.83,0.0,1.91,73.25,-0.12,16.99
2013-01-27 09:00:00,44.14,8.99,-5.94,98.78,9.35,52.96,-351.25,56.5,13.15,1.9,73.16,-4.07,2.32
2013-01-27 12:00:00,44.14,11.99,-5.94,100.8,15.73,40.07,-338.58,46.58,21.07,1.74,73.25,-11.22,0.37
2013-01-27 15:00:00,44.14,15.27,-5.94,89.27,23.35,70.66,-364.52,54.13,3.42,1.91,73.25,-7.76,2.81
2013-01-27 18:00:00,44.14,24.11,-5.94,86.69,19.52,66.98,-364.76,56.47,0.0,1.91,73.25,-7.31,4.92
2013-01-27 21:00:00,43.49,19.88,-5.94,81.99,14.42,25.2,-254.86,20.47,0.0,1.91,73.25,-20.2,0.39
2013-01-28 00:00:00,43.49,17.67,-5.94,80.87,14.15,18.46,-218.25,9.88,0.0,1.91,73.24,-35.74,0.26
2013-01-28 03:00:00,43.77,25.37,-5.94,76.78,15.34,51.66,-350.24,44.49,0.0,1.91,73.25,-0.29,23.88
2013-01-28 06:00:00,43.77,25.53,-5.94,70.32,15.35,58.02,-365.99,49.19,0.04,1.91,73.25,-0.18,34.71
2013-01-28 09:00:00,43.51,12.47,-5.94,90.17,14.35,41.98,-324.64,49.75,8.25,1.9,71.36,-4.85,1.7
2013-01-28 12:00:00,43.35,10.74,-5.94,96.19,13.9,37.15,-311.72,43.69,18.33,1.9,70.97,-19.96,1.41
2013-01-28 15:00:00,43.67,16.45,-5.94,91.21,17.22,48.13,-330.88,42.28,7.51,1.9,71.33,-4.63,1.75
2013-01-28 18:00:00,43.71,12.46,-5.94,90.82,16.39,47.53,-327.03,45.0,0.0,1.9,71.25,-2.1,5.99
2013-01-28 21:00:00,44.14,9.5,-5.94,86.01,13.29,16.98,-230.0,14.55,0.0,1.88,66.52,-18.39,1.45
2013-01-29 00:00:00,44.14,9.56,-5.94,73.57,13.46,12.41,-177.91,4.41,0.0,1.88,62.64,-40.3,2.08
2013-01-29 03:00:00,44.14,10.1,-5.94,72.7,12.3,40.06,-280.59,22.31,0.0,1.89,65.85,-5.21,22.38
2013-01-29 06:00:00,44.14,7.0,-5.94,74.67,3.95,42.67,-290.31,27.79,0.0,1.89,66.12,-1.24,29.25
2013-01-29 09:00:00,44.14,3.08,-5.94,92.99,0.0,17.09,-258.88,36.31,14.98,1.51,57.32,-5.3,2.69
2013-01-29 12:00:00,44.14,4.64,-5.94,97.73,1.61,11.07,-249.4,31.24,25.68,0.95,58.88,-22.5,1.88
2013-01-29 15:00:00,44.14,5.95,-5.94,104.58,3.36,21.34,-264.49,30.83,8.36,1.87,63.14,-15.41,2.26
2013-01-29 18:00:00,44.14,5.95,-5.94,101.57,3.3,21.19,-260.67,31.21,0.0,1.87,61.82,-11.37,6.93
2013-01-29 21:00:00,44.14,5.39,-5.94,92.71,0.68,2.7,-185.44,10.02,0.0,1.87,58.92,-27.04,1.97
2013-01-30 00:00:00,44.14,5.37,-5.94,87.51,0.59,2.08,-155.51,7.78,0.0,1.87,55.03,-43.57,0.66
2013-01-30 03:00:00,44.14,5.94,-5.94,96.44,2.47,17.15,-239.89,26.27,0.0,1.87,56.46,-14.89,9.97
2013-01-30 06:00:00,44.14,5.94,-5.94,101.64,0.0,16.19,-249.93,37.47,0.12,1.86,53.75,-11.97,6.72
2013-01-30 09:00:00,44.14,3.19,-5.94,104.19,0.0,3.57,-223.59,43.34,16.68,1.26,37.92,-25.93,1.16
2013-01-30 12:00:00,44.14,2.4,-5.94,108.33,0.0,2.88,-215.45,42.0,31.35,0.47,37.0,-47.89,0.7
2013-01-30 15:00:00,44.14,4.88,-5.94,99.6,0.0,8.34,-227.79,42.04,9.61,1.73,40.46,-19.67,2.61
2013-01-30 18:00:00,44.14,5.5,-5.94,99.58,0.0,9.52,-225.02,42.87,0.0,1.73,39.89,-16.62,4.34
2013-01-30 21:00:00,44.14,3.25,-5.94,86.56,0.0,0.51,-162.92,33.42,0.0,0.84,34.08,-35.73,1.78
2013-01-31 00:00:00,44.14,2.99,-5.94,86.06,0.0,0.12,-164.49,34.21,0.0,0.37,33.77,-32.56,1.32
2013-01-31 03:00:00,44.14,5.47,-5.94,98.41,0.0,5.43,-255.3,51.05,0.0,1.59,49.44,-4.43,10.15
2013-01-31 06:00:00,44.14,5.26,-5.94,103.58,0.0,3.27,-267.26,57.3,0.18,1.25,51.59,-2.71,9.32
2013-01-31 09:00:00,44.14,0.0,-5.94,102.17,0.0,1.53,-238.51,47.61,18.88,0.07,30.71,-13.0,12.33
2013-01-31 12:00:00,44.14,0.24,-5.94,111.13,0.0,0.35,-229.39,43.01,33.49,0.07,35.02,-37.64,5.51
2013-01-31 15:00:00,44.14,3.92,-5.94,101.88,0.0,1.58,-242.52,45.17,11.07,0.22,51.4,-12.11,1.19
2013-01-31 18:00:00,44.14,4.81,-5.94,103.23,0.0,1.23,-240.13,43.42,0.0,0.22,50.57,-5.43,3.87
2013-01-31 21:00:00,44.14,2.25,-5.94,90.99,0.0,0.0,-173.26,26.35,0.0,0.07,43.94,-30.6,2.05
2013-02-01 00:00:00,44.14,2.29,-5.94,84.43,0.0,0.0,-179.33,26.17,0.0,0.07,49.98,-25.5,3.67
2013-02-01 03:00:00,44.14,5.98,-5.94,91.82,0.0,1.08,-280.6,55.83,0.0,0.48,64.04,-1.41,24.58
2013-02-01 06:00:00,44.14,9.91,-5.94,99.89,0.0,3.43,-295.36,46.5,0.31,0.24,66.83,-0.85,30.89
2013-02-01 09:00:00,44.14,6.09,-5.94,99.57,0.0,2.02,-262.91,34.88,14.6,0.01,64.79,-7.29,10.02
2013-02-01 12:00:00,44.01,8.65,-5.94,104.85,0.0,1.34,-252.43,21.82,25.03,0.05,68.36,-22.29,6.54
2013-02-01 15:00:00,43.9,19.7,-5.94,98.59,0.0,7.92,-266.99,13.89,8.3,0.27,71.47,-7.15,16.05
2013-02-01 18:00:00,44.13,17.88,-5.94,99.74,0.0,8.89,-264.76,19.97,0.0,0.27,72.32,-4.5,12.0
2013-02-01 21:00:00,44.14,4.97,-5.94,92.29,0.0,2.02,-190.72,4.31,0.0,0.07,68.74,-20.61,0.73
2013-02-02 00:00:00,44.14,8.48,-5.94,95.72,0.0,1.7,-210.89,8.06,0.0,0.08,72.43,-15.61,1.82
2013-02-02 03:00:00,44.14,26.79,-5.94,98.36,0.0,8.65,-327.8,58.03,0.0,0.38,73.24,-0.47,24.6
2013-02-02 06:00:00,44.07,26.5,-5.94,97.02,0.0,7.59,-339.21,68.2,0.19,0.36,72.68,-0.01,28.55
2013-02-02 09:00:00,43.98,4.72,-5.94,99.88,0.0,6.41,-302.06,72.57,8.87,0.29,71.17,-8.06,8.16
2013-02-02 12:00:00,43.99,4.33,-5.94,103.06,0.3,5.59,-290.36,69.56,18.81,0.17,70.89,-23.3,2.89
2013-02-02 15:00:00,44.07,7.81,-5.94,98.1,1.08,10.7,-311.27,71.92,6.65,0.35,72.59,-3.0,6.93
2013-02-02 18:00:00,44.14,14.1,-5.94,97.18,1.49,5.52,-313.31,70.66,0.0,0.35,72.59,-1.06,14.28
2013-02-02 21:00:00,44.14,8.0,-5.94,91.44,0.91,0.6,-224.51,30.84,0.0,0.02,70.7,-17.51,1.3
2013-02-03 00:00:00,44.14,7.44,-5.94,90.66,1.0,0.73,-223.97,31.74,0.0,0.89,70.37,-18.59,1.52
2013-02-03 03:00:00,44.14,19.95,-5.94,92.78,2.07,15.48,-351.46,74.41,0.0,1.74,72.91,-0.17,34.07
2013-02-03 06:00:00,44.14,18.97,-5.94,94.28,1.64,19.25,-361.34,85.76,0.22,1.66,72.87,-1.36,29.85
2013-02-03 09:00:00,44.03,0.59,-5.94,100.86,1.24,14.38,-321.45,79.28,16.52,1.62,72.51,-10.25,6.6
2013-02-03 12:00:00,43.97,0.61,-5.94,104.63,1.62,9.91,-309.17,73.94,30.89,1.29,72.57,-27.05,2.72
2013-02-03 15:00:00,44.01,10.79,-5.94,102.58,1.78,20.24,-332.03,65.79,10.87,1.9,73.04,-2.48,9.45
2013-02-03 18:00:00,44.14,12.72,-5.94,100.04,1.64,21.87,-333.91,65.79,0.0,1.9,73.02,-1.16,19.87
2013-02-03 21:00:00,44.14,3.6,-5.94,97.97,0.17,0.74,-236.18,23.2,0.0,1.54,72.67,-6.91,5.0
2013-02-04 00:00:00,44.14,2.09,-5.94,90.73,0.22,1.5,-193.21,9.73,0.0,1.44,73.09,-25.77,1.96
2013-02-04 03:00:00,44.07,8.25,-5.94,98.7,0.16,22.13,-306.17,52.94,0.0,1.89,73.08,-3.01,13.9
2013-02-04 06:00:00,44.14,5.8,-5.94,102.16,0.0,20.79,-320.5,66.17,0.08,1.9,72.72,-1.83,14.5
2013-02-04 09:00:00,44.14,0.43,-5.94,105.51,0.0,7.23,-284.84,62.77,17.72,0.52,69.6,-18.57,1.41
2013-02-04 12:00:00,44.14,0.58,-5.94,110.25,0.0,2.58,-273.5,56.18,30.16,0.95,68.26,-34.06,0.4
2013-02-04 15:00:00,44.14,7.1,-5.94,108.42,0.0,16.49,-289.8,56.67,9.91,1.89,70.59,-21.67,2.19
2013-02-04 18:00:00,44.14,7.17,-5.94,104.13,0.0,17.56,-287.05,62.08,0.0,1.88,68.03,-16.53,4.52
2013-02-04 21:00:00,44.14,5.64,-5.94,100.45,0.0,3.11,-203.95,37.96,0.0,1.87,65.32,-48.98,0.38
2013-02-05 00:00:00,44.14,5.32,-5.94,99.79,0.0,1.2,-206.76,44.75,0.0,1.87,63.55,-48.11,0.18
2013-02-05 03:00:00,44.14,10.47,-5.94,98.89,0.0,23.84,-328.39,78.45,0.0,1.88,71.53,-4.02,9.16
2013-02-05 06:00:00,44.14,7.86,-5.94,98.82,0.0,27.3,-346.87,87.34,0.34,1.89,71.96,-0.76,13.91
2013-02-05 09:00:00,44.14,3.67,-5.94,103.03,0.0,7.52,-307.63,75.37,15.72,1.76,69.35,-9.0,1.98
2013-02-05 12:00:00,44.14,4.13,-5.94,105.75,0.0,5.05,-294.79,72.24,25.62,1.64,72.61,-30.72,0.27
2013-02-05 15:00:00,44.14,21.18,-5.94,103.93,0.0,12.87,-312.16,62.73,6.85,1.9,73.22,-11.08,2.37
2013-02-05 18:00:00,44.14,26.02,-5.94,100.77,0.0,12.48,-309.98,61.89,0.0,1.9,71.98,-5.87,2.6
2013-02-05 21:00:00,44.14,15.17,-5.94,98.44,0.0,1.36,-220.18,25.95,0.0,1.88,73.22,-34.25,0.2
2013-02-06 00:00:00,44.14,19.29,-5.94,98.06,0.0,0.14,-223.19,27.88,0.0,1.89,73.16,-35.67,0.22
2013-02-06 03:00:00,44.02,17.45,-5.94,97.52,0.0,49.76,-357.62,60.45,0.0,1.91,73.25,-4.52,23.71
2013-02-06 06:00:00,43.99,21.93,-5.94,97.26,2.24,57.43,-376.89,66.81,0.08,1.92,73.25,-0.11,18.04
2013-02-06 09:00:00,43.9,9.7,-5.94,100.64,1.75,37.53,-333.76,55.94,12.97,1.84,73.25,-2.22,4.39
2013-02-06 12:00:00,43.75,5.83,-5.94,103.57,2.42,33.63,-319.73,47.07,21.53,1.62,73.25,-8.96,1.95
2013-02-06 15:00:00,38.36,28.17,-5.94,100.47,24.35,23.02,-338.93,47.53,6.9,1.91,73.25,-0.75,1.64
2013-02-06 18:00:00,38.48,28.63,-5.94,97.38,24.96,23.26,-336.31,53.09,0.0,1.92,73.25,-0.64,1.92
2013-02-06 21:00:00,28.59,28.06,-5.94,90.05,7.5,1.55,-237.28,19.93,0.0,1.91,73.25,-7.75,0.11
2013-02-07 00:00:00,28.77,27.95,-5.94,87.64,9.74,4.02,-240.75,28.03,0.0,1.92,73.25,-14.93,0.3
2013-02-07 03:00:00,40.38,28.51,-5.94,93.03,32.71,57.6,-388.14,54.82,0.0,1.92,73.25,-0.12,11.97
2013-02-07 06:00:00,41.27,25.73,-5.94,93.35,31.08,77.66,-410.11,48.41,0.13,1.92,73.25,-0.0,23.23
2013-02-07 09:00:00,42.32,19.45,-5.94,97.7,12.03,63.63,-362.59,40.26,12.92,1.91,73.25,-1.19,6.25
2013-02-07 12:00:00,39.64,20.14,-5.94,99.86,16.95,51.4,-347.01,35.88,23.91,1.91,73.25,-10.54,0.53
2013-02-07 15:00:00,31.8,28.82,-5.94,94.66,51.71,58.24,-368.02,20.62,7.91,1.92,73.25,-0.87,5.88
2013-02-07 18:00:00,30.44,29.33,-5.94,86.53,68.38,51.82,-365.53,22.54,0.0,1.92,73.25,-0.06,7.3
2013-02-07 21:00:00,16.56,29.32,-5.94,78.4,32.4,14.96,-256.82,19.94,0.0,1.92,73.25,-4.17,0.16
2013-02-08 00:00:00,16.65,29.3,-5.94,80.08,31.51,14.01,-252.77,15.24,0.0,1.92,73.25,-3.47,0.2
2013-02-08 03:00:00,37.03,29.34,-5.94,90.24,69.52,75.45,-409.91,28.42,0.0,1.92,73.25,-0.0,10.66
2013-02-08 06:00:00,38.9,29.33,-5.94,91.64,64.07,91.84,-431.61,32.74,0.04,1.92,73.25,0.0,13.81
2013-02-08 09:00:00,38.17,22.76,-5.94,94.36,21.98,83.07,-381.43,32.43,15.42,1.92,73.25,-0.8,4.8
2013-02-08 12:00:00,31.85,24.13,-5.94,96.71,38.23,60.21,-365.2,24.67,24.41,1.92,73.25,-4.56,0.3
2013-02-08 15:00:00,30.09,29.34,-5.94,94.54,81.13,47.35,-387.7,28.53,6.26,1.92,73.25,-0.9,2.13
2013-02-08 18:00:00,28.54,29.34,-5.94,89.66,85.9,50.15,-384.51,29.42,0.0,1.92,73.25,-0.0,2.26
2013-02-08 21:00:00,18.44,29.34,-5.94,65.84,57.88,16.8,-269.94,15.79,0.0,1.92,73.25,-3.64,0.24
2013-02-09 00:00:00,15.74,29.34,-5.94,63.11,70.09,13.7,-272.34,15.52,0.0,1.92,73.25,-4.4,0.01
2013-02-09 03:00:00,32.98,29.34,-5.94,85.4,116.91,65.1,-434.61,24.82,0.0,1.92,73.25,-0.0,10.83
2013-02-09 06:00:00,38.33,29.34,-5.94,89.25,118.82,67.61,-446.77,23.79,0.12,1.92,73.25,-0.0,10.26
2013-02-09 09:00:00,34.31,24.24,-5.94,94.32,90.51,50.3,-396.28,15.74,16.96,1.92,73.25,-1.86,2.52
2013-02-09 12:00:00,28.68,24.46,-5.94,96.76,92.99,38.71,-380.86,12.16,27.66,1.92,73.25,-10.44,0.63
2013-02-09 15:00:00,28.25,29.34,-5.94,87.56,123.34,54.49,-410.01,11.9,7.0,1.92,73.25,-1.55,0.42
2013-02-09 18:00:00,32.01,29.34,-5.94,81.34,123.63,59.47,-412.08,12.58,0.0,1.92,73.25,-0.01,4.47
2013-02-09 21:00:00,12.85,29.34,-5.94,65.4,94.91,24.96,-288.85,8.58,0.0,1.92,73.25,-16.45,0.02
2013-02-10 00:00:00,21.0,29.34,-5.94,66.91,70.25,30.75,-275.05,6.16,0.0,1.92,73.25,-19.17,0.56
2013-02-10 03:00:00,40.92,29.34,-5.94,78.56,83.84,106.04,-439.64,13.61,0.0,1.92,73.25,-0.0,18.08
2013-02-10 06:00:00,40.39,28.41,-5.94,87.62,65.62,119.43,-451.89,16.21,0.17,1.92,73.25,-0.01,24.82
2013-02-10 09:00:00,38.59,6.03,-5.94,95.75,11.07,93.55,-400.78,55.99,19.17,1.39,73.25,-1.87,13.78
2013-02-10 12:00:00,38.12,7.74,-5.94,98.46,15.54,79.51,-385.19,56.81,28.09,1.91,73.25,-13.52,5.21
2013-02-10 15:00:00,35.79,17.83,-5.94,94.15,45.75,87.64,-414.77,55.15,6.01,1.92,73.25,-1.28,4.49
2013-02-10 18:00:00,36.94,16.31,-5.94,92.99,42.32,90.9,-416.9,58.56,0.0,1.92,73.25,-0.01,9.64
2013-02-10 21:00:00,29.03,14.95,-5.94,82.94,21.05,36.05,-290.61,41.25,0.0,1.92,73.25,-3.92,0.0
2013-02-11 00:00:00,27.69,14.89,-5.94,80.2,17.97,32.57,-263.87,35.83,0.0,1.92,73.25,-14.51,0.0
2013-02-11 03:00:00,41.99,16.42,-5.94,87.03,36.79,107.84,-429.21,59.05,0.0,1.92,73.25,-0.0,10.84
2013-02-11 06:00:00,42.75,18.19,-5.94,89.38,28.99,133.83,-452.9,42.48,0.21,1.92,73.25,-0.0,27.83
2013-02-11 09:00:00,41.75,9.13,-5.94,94.21,6.48,112.33,-399.98,41.64,7.05,1.92,73.25,-0.02,18.17
2013-02-11 12:00:00,40.96,19.08,-5.94,96.52,12.78,96.14,-382.8,31.82,13.06,1.92,73.25,-2.87,6.07
2013-02-11 15:00:00,37.3,26.79,-5.94,91.08,51.36,96.23,-406.5,26.75,4.31,1.92,73.25,-0.29,3.72
2013-02-11 18:00:00,38.44,26.79,-5.94,86.73,50.83,94.69,-403.41,31.01,0.0,1.92,73.25,-0.02,5.71
2013-02-11 21:00:00,26.54,28.48,-5.94,75.07,39.22,25.12,-281.39,20.85,0.0,1.92,73.25,-3.16,0.02
2013-02-12 00:00:00,20.87,29.34,-5.94,72.24,40.71,14.52,-257.24,16.73,0.0,1.92,73.25,-6.42,0.01
2013-02-12 03:00:00,40.97,29.34,-5.94,86.89,55.0,102.27,-417.15,28.04,0.0,1.92,73.25,-0.0,5.4
2013-02-12 06:00:00,42.59,29.33,-5.94,87.85,74.5,103.99,-440.63,24.32,0.17,1.92,73.25,-0.0,8.65
2013-02-12 09:00:00,38.92,29.27,-5.94,91.03,57.11,74.94,-389.22,17.39,11.16,1.92,73.25,-0.93,1.09
2013-02-12 12:00:00,31.22,29.34,-5.94,90.73,85.31,41.07,-372.43,12.57,21.07,1.92,73.25,-8.32,0.2
2013-02-12 15:00:00,38.38,29.34,-5.94,67.06,104.03,68.43,-395.26,12.05,6.54,1.92,73.25,-0.47,0.66
2013-02-12 18:00:00,39.34,29.34,-5.94,53.55,105.19,78.86,-392.41,13.29,0.0,1.92,73.25,-0.01,3.61
2013-02-12 21:00:00,12.1,29.34,-5.94,52.71,105.5,14.18,-274.46,8.32,0.0,1.79,73.25,-17.23,0.4
2013-02-13 00:00:00,12.58,29.34,-5.94,45.95,100.7,14.9,-252.47,4.41,0.0,1.92,73.25,-24.72,0.09
2013-02-13 03:00:00,34.05,29.34,-5.94,57.1,107.95,88.9,-408.86,15.66,0.0,1.92,73.25,-0.0,6.63
2013-02-13 06:00:00,37.95,29.33,-5.94,56.73,98.93,111.77,-432.49,15.89,0.0,1.92,73.25,-0.0,12.63
2013-02-13 09:00:00,35.71,28.73,-5.94,88.63,42.64,74.48,-382.04,24.96,16.47,1.92,73.25,-1.33,2.5
2013-02-13 12:00:00,30.54,29.23,-5.94,89.18,57.3,51.0,-365.44,22.91,27.29,1.92,73.25,-11.47,0.21
2013-02-13 15:00:00,35.49,29.33,-5.94,85.89,78.58,58.88,-387.74,22.48,6.97,1.92,73.25,-1.03,1.91
2013-02-13 18:00:00,34.81,29.33,-5.94,79.38,75.19,68.45,-385.39,24.46,0.0,1.92,73.25,-0.03,4.55
2013-02-13 21:00:00,20.53,29.3,-5.94,72.94,52.1,22.24,-269.89,18.63,0.0,1.92,73.25,-15.27,0.19
2013-02-14 00:00:00,14.15,29.3,-5.94,70.89,49.47,19.54,-236.51,5.53,0.0,1.92,73.25,-21.93,0.33
2013-02-14 03:00:00,27.02,29.33,-5.94,77.94,57.09,89.68,-382.75,19.53,0.0,1.92,73.25,-0.0,12.9
2013-02-14 06:00:00,30.95,27.84,-5.94,83.86,44.15,100.0,-400.89,26.83,0.0,1.92,73.25,-0.0,18.02
2013-02-14 09:00:00,27.57,6.26,-5.94,93.45,27.33,69.84,-354.77,26.86,17.52,1.92,73.25,-4.23,20.92
2013-02-14 12:00:00,24.96,10.47,-5.94,98.05,29.42,57.71,-340.06,26.97,29.24,1.92,73.25,-16.71,10.71
2013-02-14 15:00:00,26.48,28.19,-5.94,96.47,50.24,62.57,-361.11,23.36,8.49,1.92,73.25,-5.68,1.74
2013-02-14 18:00:00,25.73,28.73,-5.94,92.41,64.31,51.28,-357.77,24.0,0.03,1.92,73.25,-0.21,2.24
2013-02-14 21:00:00,6.9,29.34,-5.94,80.52,52.62,7.27,-250.27,12.97,0.0,1.92,73.25,-8.76,0.16
2013-02-15 00:00:00,4.1,29.34,-5.94,71.0,40.1,3.9,-219.14,12.03,0.0,1.92,73.25,-12.27,1.7
2013-02-15 03:00:00,18.7,29.34,-5.94,78.1,84.96,33.59,-351.47,24.48,0.0,1.92,73.25,-0.25,13.31
2013-02-15 06:00:00,27.18,29.34,-5.94,81.58,84.99,43.35,-368.9,23.86,0.06,1.92,73.25,-0.02,9.33
2013-02-15 09:00:00,21.11,24.01,-5.94,90.07,66.84,22.62,-326.96,20.32,16.95,1.92,73.25,-4.96,0.77
2013-02-15 12:00:00,18.63,24.01,-5.94,85.86,71.33,17.6,-313.55,18.91,29.05,1.92,73.25,-21.27,0.18
2013-02-15 15:00:00,22.21,29.34,-5.94,52.29,123.66,26.3,-332.61,5.96,9.41,1.92,73.25,-7.4,1.61
2013-02-15 18:00:00,28.5,29.34,-5.94,36.71,125.02,34.47,-329.61,5.54,0.03,1.92,73.25,-1.73,2.47
2013-02-15 21:00:00,12.1,29.34,-5.94,23.81,113.65,10.43,-233.09,3.33,0.0,1.92,73.25,-32.33,3.5
2013-02-16 00:00:00,9.23,29.34,-5.94,19.63,116.37,13.12,-222.41,2.4,0.0,1.92,73.25,-41.49,4.57
2013-02-16 03:00:00,27.31,29.34,-5.94,20.48,126.41,59.05,-349.05,5.07,0.0,1.92,73.25,-0.69,12.84
2013-02-16 06:00:00,27.84,29.34,-5.94,31.8,123.2,64.86,-358.22,5.61,0.12,1.92,73.25,-0.59,6.79
2013-02-16 09:00:00,18.45,24.01,-5.94,72.5,74.08,32.8,-318.91,10.31,19.98,1.7,73.25,-4.28,2.03
2013-02-16 12:00:00,16.26,24.01,-5.94,75.49,73.95,24.82,-307.05,8.94,29.49,1.5,73.25,-14.85,0.11
2013-02-16 15:00:00,17.14,29.34,-5.94,69.46,100.77,33.84,-329.85,7.88,7.5,1.92,73.25,-6.56,1.24
2013-02-16 18:00:00,20.06,29.34,-5.94,60.24,105.44,41.64,-330.97,7.06,0.0,1.92,73.25,-4.52,2.46
2013-02-16 21:00:00,12.4,29.34,-5.94,54.11,89.89,14.31,-234.81,3.94,0.0,1.92,73.25,-38.58,0.15
2013-02-17 00:00:00,11.28,29.34,-5.94,51.3,90.39,13.48,-231.35,3.81,0.0,1.92,73.25,-37.56,0.07
2013-02-17 03:00:00,25.24,29.34,-5.94,59.13,105.92,56.81,-364.26,6.86,0.0,1.92,73.25,-0.71,12.42
2013-02-17 06:00:00,27.72,28.66,-5.94,61.89,91.83,75.91,-374.3,7.58,0.11,1.92,73.25,-0.2,11.55
2013-02-17 09:00:00,23.39,24.52,-5.94,77.68,61.88,26.69,-332.95,29.28,13.55,1.92,73.25,-1.29,8.02
2013-02-17 12:00:00,17.53,24.64,-5.94,82.45,64.73,19.28,-320.41,27.84,18.89,1.92,73.25,-6.73,2.52
2013-02-17 15:00:00,22.7,29.34,-5.94,77.18,80.78,35.16,-344.31,28.65,2.46,1.92,73.25,-3.11,1.91
2013-02-17 18:00:00,27.04,29.34,-5.94,70.95,79.42,44.58,-345.67,24.72,0.0,1.92,73.25,-1.67,2.04
2013-02-17 21:00:00,10.48,29.27,-5.94,66.63,69.87,11.42,-243.75,19.4,0.0,1.92,73.25,-32.61,0.03
2013-02-18 00:00:00,8.06,29.23,-5.94,63.73,67.93,12.32,-230.83,13.66,0.0,1.92,73.25,-33.35,0.01
2013-02-18 03:00:00,34.99,29.34,-5.94,64.81,80.4,62.54,-371.45,24.05,0.0,1.92,73.25,-0.15,6.23
2013-02-18 06:00:00,38.83,29.34,-5.94,71.97,73.45,77.72,-390.99,22.99,0.09,1.92,73.25,-0.04,7.39
2013-02-18 09:00:00,34.86,7.68,-5.94,97.85,22.96,52.44,-346.15,33.76,14.14,1.92,73.25,-1.37,14.59
2013-02-18 12:00:00,31.65,15.61,-5.94,102.62,23.6,40.62,-331.7,30.18,22.88,1.92,73.25,-6.28,1.58
2013-02-18 15:00:00,17.52,29.34,-5.94,92.72,90.86,32.04,-351.91,16.27,4.67,1.92,73.25,-1.69,0.93
2013-02-18 18:00:00,18.04,29.34,-5.94,75.45,100.45,38.36,-348.95,16.1,0.0,1.92,73.25,-0.68,2.65
2013-02-18 21:00:00,8.74,29.34,-5.94,52.35,77.98,15.66,-245.27,8.89,0.0,1.92,73.25,-17.67,0.73
2013-02-19 00:00:00,9.99,29.34,-5.94,42.45,77.11,19.23,-234.75,10.54,0.0,1.92,73.25,-23.99,0.84
2013-02-19 03:00:00,35.73,29.26,-5.94,50.23,89.34,81.05,-377.87,17.43,0.0,1.92,73.25,-0.03,5.62
2013-02-19 06:00:00,36.84,28.49,-5.94,60.36,85.21,90.81,-398.53,20.04,0.11,1.92,73.25,-0.0,7.42
2013-02-19 09:00:00,39.81,14.55,-5.94,90.76,1.47,82.77,-352.67,33.58,17.71,0.58,73.25,-0.38,4.49
2013-02-19 12:00:00,37.68,19.63,-5.94,98.61,3.05,57.44,-337.8,31.6,23.58,1.63,73.25,-3.79,1.05
2013-02-19 15:00:00,31.68,29.13,-5.94,95.65,59.86,38.77,-358.32,28.37,5.2,1.92,73.25,-0.05,0.45
2013-02-19 18:00:00,30.37,29.15,-5.94,84.39,65.24,47.83,-355.5,28.09,0.0,1.92,73.25,-0.03,1.22
2013-02-19 21:00:00,19.23,28.76,-5.94,78.15,17.02,24.71,-249.9,15.33,0.0,1.92,73.25,-2.56,0.01
2013-02-20 00:00:00,20.27,28.84,-5.94,75.86,17.04,17.8,-243.13,18.74,0.0,1.92,73.25,-4.73,0.06
2013-02-20 03:00:00,40.27,29.33,-5.94,79.04,54.87,84.7,-392.63,30.31,0.0,1.92,73.25,-0.0,4.87
2013-02-20 06:00:00,42.98,29.16,-5.94,81.32,21.56,127.13,-413.82,31.48,0.33,1.92,73.25,-0.0,10.62
2013-02-20 09:00:00,40.28,5.18,-5.94,98.82,0.11,68.65,-365.99,59.18,16.58,1.86,73.25,-2.0,10.01
2013-02-20 12:00:00,37.66,25.02,-5.94,102.3,1.57,48.4,-350.5,54.0,23.26,1.92,73.25,-11.58,0.63
2013-02-20 15:00:00,37.86,27.42,-5.94,100.66,24.86,59.61,-371.93,47.49,6.08,1.92,73.25,-2.06,0.77
